timestamp_amostra_ms,valor_adc,tensao_mv,sinal_controle,tensao_estimada_mv,erro_obs_mv
364402,6,4,0.0,148.3,-144.3
364412,5,3,0.0,147.87,-144.87
364422,6,4,0.0,146.96,-142.96
364432,4,2,0.0,147.48,-145.48
364442,4,2,0.0,146.11,-144.11
364452,5,3,0.0,145.77,-142.77
364462,5,3,0.0,146.48,-143.48
364472,5,3,0.0,146.69,-143.69
364482,5,3,0.0,146.74,-143.74
364492,6,4,0.0,146.75,-142.75
364502,4,2,0.0,147.5,-145.5
364512,5,3,0.0,146.17,-143.17
364522,5,3,0.0,146.57,-143.57
364532,5,3,0.0,146.7,-143.7
364542,5,3,0.0,146.73,-143.73
364552,5,3,0.0,146.74,-143.74
364562,5,3,0.0,146.74,-143.74
364572,5,3,0.0,146.73,-143.73
364582,5,3,0.0,146.73,-143.73
364592,4,2,0.0,146.73,-144.73
364602,6,4,0.0,145.97,-141.97
364612,5,3,0.0,147.3,-144.3
364622,5,3,0.0,146.89,-143.89
364632,7,5,0.0,146.77,-141.77
364642,5,3,0.0,148.25,-145.25
364652,5,3,0.0,147.1,-144.1
364662,5,3,0.0,146.77,-143.77
364672,5,3,0.0,146.7,-143.7
364682,5,3,0.0,146.7,-143.7
364692,5,3,0.0,146.71,-143.71
364702,6,4,0.0,146.72,-142.72
364712,5,3,0.0,147.48,-144.48
364722,5,3,0.0,146.91,-143.91
364732,1,0,0.0,146.75,-146.75
364742,5,3,0.0,144.44,-141.44
364752,5,3,0.0,146.15,-143.15
364762,5,3,0.0,146.65,-143.65
364772,5,3,0.0,146.77,-143.77
364782,5,3,0.0,146.78,-143.78
364792,0,0,0.0,146.76,-146.76
364802,4,2,0.0,144.48,-142.48
364812,5,3,0.0,145.42,-142.42
364822,6,4,0.0,146.48,-142.48
364832,4,2,0.0,147.51,-145.51
364842,7,5,0.0,146.22,-141.22
364852,5,3,0.0,148.13,-145.13
364862,5,3,0.0,147.1,-144.1
364872,5,3,0.0,146.79,-143.79
364882,5,3,0.0,146.72,-143.72
364892,6,4,0.0,146.71,-142.71
364902,3,1,0.0,147.47,-146.47
364912,4,2,0.0,145.39,-143.39
364922,5,3,0.0,145.62,-142.62
364932,5,3,0.0,146.48,-143.48
364942,5,3,0.0,146.72,-143.72
364952,5,3,0.0,146.77,-143.77
364962,5,3,0.0,146.76,-143.76
364972,5,3,0.0,146.75,-143.75
364982,4,2,0.0,146.74,-144.74
364992,6,4,0.0,145.98,-141.98
365002,5,3,0.0,147.3,-144.3
365012,5,3,0.0,146.9,-143.9
365022,5,3,0.0,146.77,-143.77
365032,5,3,0.0,146.73,-143.73
365042,7,5,0.0,146.73,-141.73
365052,5,3,0.0,148.24,-145.24
365062,5,3,0.0,147.1,-144.1
365072,0,0,0.0,146.77,-146.77
365082,5,3,0.0,144.43,-141.43
365092,6,4,0.0,146.14,-142.14
365102,5,3,0.0,147.4,-144.4
365112,5,3,0.0,146.95,-143.95
365122,5,3,0.0,146.79,-143.79
365132,4,2,0.0,146.75,-144.75
365142,4,2,0.0,145.97,-143.97
365152,5,3,0.0,145.78,-142.78
365162,5,3,0.0,146.52,-143.52
365172,5,3,0.0,146.72,-143.72
365182,5,3,0.0,146.76,-143.76
365193,6,4,0.0,146.76,-142.76
365202,5,3,0.0,147.51,-144.51
365212,5,3,0.0,146.93,-143.93
365222,5,3,0.0,146.76,-143.76
365232,6,4,0.0,146.72,-142.72
365242,5,3,0.0,147.47,-144.47
365252,5,3,0.0,146.91,-143.91
365262,6,4,0.0,146.75,-142.75
365272,6,4,0.0,147.47,-143.47
365282,5,3,0.0,147.66,-144.66
365292,5,3,0.0,146.93,-143.93
365302,7,5,0.0,146.73,-141.73
365312,6,4,0.0,148.21,-144.21
365322,6,4,0.0,147.83,-143.83
365332,6,4,0.0,147.7,-143.7
365342,5,3,0.0,147.66,-144.66
365352,5,3,0.0,146.89,-143.89
365362,6,4,0.0,146.7,-142.7
365372,7,5,0.0,147.43,-142.43
365382,7,5,0.0,148.39,-143.39
365392,6,4,0.0,148.62,-144.62
365402,6,4,0.0,147.88,-143.88
365412,6,4,0.0,147.67,-143.67
365422,5,3,0.0,147.62,-144.62
365432,5,3,0.0,146.86,-143.86
365442,6,4,0.0,146.68,-142.68
365452,1,0,0.0,147.42,-147.42
365462,5,3,0.0,144.6,-141.6
365472,5,3,0.0,146.16,-143.16
365482,5,3,0.0,146.63,-143.63
365492,7,5,0.0,146.75,-141.75
365502,7,5,0.0,148.28,-143.28
365512,5,3,0.0,148.64,-145.64
365522,5,3,0.0,147.16,-144.16
365532,5,3,0.0,146.75,-143.75
365542,5,3,0.0,146.67,-143.67
365552,5,3,0.0,146.68,-143.68
365562,5,3,0.0,146.7,-143.7
365572,5,3,0.0,146.71,-143.71
365582,5,3,0.0,146.72,-143.72
365592,5,3,0.0,146.72,-143.72
365602,6,4,0.0,146.73,-142.73
365612,5,3,0.0,147.49,-144.49
365622,5,3,0.0,146.92,-143.92
365632,4,2,0.0,146.75,-144.75
365642,1,0,0.0,145.96,-145.96
365652,6,4,0.0,144.25,-140.25
365662,5,3,0.0,146.89,-143.89
365672,5,3,0.0,146.86,-143.86
365682,5,3,0.0,146.81,-143.81
365692,6,4,0.0,146.77,-142.77
365702,5,3,0.0,147.51,-144.51
365712,4,2,0.0,146.93,-144.93
365722,5,3,0.0,146.0,-143.0
365732,5,3,0.0,146.53,-143.53
365742,6,4,0.0,146.69,-142.69
365752,5,3,0.0,147.49,-144.49
365762,6,4,0.0,146.93,-142.93
365772,5,3,0.0,147.52,-144.52
365782,5,3,0.0,146.91,-143.91
365792,6,4,0.0,146.74,-142.74
365802,6,4,0.0,147.46,-143.46
365812,5,3,0.0,147.65,-144.65
365822,5,3,0.0,146.92,-143.92
365832,5,3,0.0,146.73,-143.73
365842,6,4,0.0,146.69,-142.69
365852,5,3,0.0,147.46,-144.46
365862,6,4,0.0,146.9,-142.9
365872,6,4,0.0,147.5,-143.5
365882,5,3,0.0,147.65,-144.65
365892,0,0,0.0,146.92,-146.92
365902,5,3,0.0,144.45,-141.45
365912,5,3,0.0,146.13,-143.13
365922,4,2,0.0,146.63,-144.63
365932,5,3,0.0,146.0,-143.0
365942,5,3,0.0,146.58,-143.58
365952,5,3,0.0,146.74,-143.74
365962,5,3,0.0,146.76,-143.76
365972,5,3,0.0,146.76,-143.76
365982,5,3,0.0,146.75,-143.75
365992,5,3,0.0,146.74,-143.74
366002,5,3,0.0,146.73,-143.73
366012,1,0,0.0,146.73,-146.73
366022,5,3,0.0,144.46,-141.46
366032,4,2,0.0,146.17,-144.17
366042,5,3,0.0,145.91,-142.91
366052,5,3,0.0,146.59,-143.59
366062,5,3,0.0,146.76,-143.76
366072,5,3,0.0,146.78,-143.78
366082,5,3,0.0,146.77,-143.77
366092,5,3,0.0,146.75,-143.75
366102,7,5,0.0,146.74,-141.74
366112,5,3,0.0,148.25,-145.25
366122,6,4,0.0,147.11,-143.11
366132,5,3,0.0,147.53,-144.53
366142,5,3,0.0,146.89,-143.89
366152,7,5,0.0,146.72,-141.72
366162,6,4,0.0,148.21,-144.21
366172,6,4,0.0,147.83,-143.83
366182,6,4,0.0,147.7,-143.7
366192,7,5,0.0,147.66,-142.66
366202,6,4,0.0,148.4,-144.4
366212,6,4,0.0,147.83,-143.83
366222,1,0,0.0,147.66,-147.66
366232,7,5,0.0,144.6,-139.6
366242,6,4,0.0,147.63,-143.63
366252,6,4,0.0,147.73,-143.73
366262,5,3,0.0,147.71,-144.71
366272,6,4,0.0,146.93,-142.93
366282,5,3,0.0,147.48,-144.48
366292,6,4,0.0,146.87,-142.87
366302,6,4,0.0,147.48,-143.48
366312,6,4,0.0,147.64,-143.64
366322,6,4,0.0,147.67,-143.67
366332,6,4,0.0,147.66,-143.66
366342,6,4,0.0,147.66,-143.66
366352,5,3,0.0,147.65,-144.65
366362,5,3,0.0,146.89,-143.89
366372,4,2,0.0,146.7,-144.7
366382,0,0,0.0,145.92,-145.92
366392,7,5,0.0,144.23,-139.23
366402,0,0,0.0,147.64,-147.64
366412,5,3,0.0,144.76,-141.76
366422,6,4,0.0,146.27,-142.27
366432,6,4,0.0,147.45,-143.45
366442,6,4,0.0,147.72,-143.72
366452,5,3,0.0,147.75,-144.75
366462,5,3,0.0,146.96,-143.96
366472,5,3,0.0,146.74,-143.74
366482,6,4,0.0,146.7,-142.7
366492,5,3,0.0,147.46,-144.46
366502,7,5,0.0,146.9,-141.9
366512,5,3,0.0,148.26,-145.26
366522,6,4,0.0,147.08,-143.08
366532,7,5,0.0,147.51,-142.51
366542,6,4,0.0,148.39,-144.39
366552,5,3,0.0,147.84,-144.84
366562,6,4,0.0,146.92,-142.92
366572,5,3,0.0,147.45,-144.45
366582,6,4,0.0,146.85,-142.85
366592,5,3,0.0,147.46,-144.46
366602,6,4,0.0,146.87,-142.87
366612,5,3,0.0,147.48,-144.48
366622,6,4,0.0,146.88,-142.88
366632,5,3,0.0,147.48,-144.48
366643,5,3,0.0,146.89,-143.89
366652,7,5,0.0,146.73,-141.73
366662,7,5,0.0,148.21,-143.21
366672,5,3,0.0,148.59,-145.59
366682,7,5,0.0,147.13,-142.13
366692,4,2,0.0,148.25,-146.25
366702,4,2,0.0,146.28,-144.28
366712,5,3,0.0,145.77,-142.77
366722,4,2,0.0,146.45,-144.45
366732,5,3,0.0,145.91,-142.91
366742,5,3,0.0,146.54,-143.54
366752,6,4,0.0,146.72,-142.72
366762,5,3,0.0,147.51,-144.51
366772,5,3,0.0,146.94,-143.94
366782,5,3,0.0,146.77,-143.77
366792,5,3,0.0,146.72,-143.72
366802,5,3,0.0,146.72,-143.72
366812,5,3,0.0,146.72,-143.72
366822,7,5,0.0,146.72,-141.72
366832,7,5,0.0,148.24,-143.24
366842,6,4,0.0,148.62,-144.62
366852,5,3,0.0,147.9,-144.9
366862,6,4,0.0,146.93,-142.93
366872,5,3,0.0,147.45,-144.45
366882,6,4,0.0,146.85,-142.85
366892,5,3,0.0,147.46,-144.46
366902,6,4,0.0,146.87,-142.87
366912,7,5,0.0,147.48,-142.48
366922,5,3,0.0,148.4,-145.4
366932,7,5,0.0,147.1,-142.1
366942,7,5,0.0,148.26,-143.26
366952,6,4,0.0,148.56,-144.56
366962,5,3,0.0,147.86,-144.86
366972,6,4,0.0,146.9,-142.9
366982,6,4,0.0,147.43,-143.43
366992,5,3,0.0,147.59,-144.59
367002,7,5,0.0,146.88,-141.88
367012,5,3,0.0,148.22,-145.22
367022,5,3,0.0,147.05,-144.05
367032,5,3,0.0,146.74,-143.74
367042,5,3,0.0,146.68,-143.68
367052,5,3,0.0,146.68,-143.68
367062,5,3,0.0,146.7,-143.7
367072,7,5,0.0,146.71,-141.71
367082,4,2,0.0,148.24,-146.24
367092,5,3,0.0,146.34,-143.34
367102,6,4,0.0,146.59,-142.59
367112,5,3,0.0,147.43,-144.43
367122,5,3,0.0,146.9,-143.9
367132,5,3,0.0,146.75,-143.75
367142,5,3,0.0,146.71,-143.71
367152,5,3,0.0,146.71,-143.71
367162,5,3,0.0,146.72,-143.72
367172,5,3,0.0,146.72,-143.72
367182,5,3,0.0,146.73,-143.73
367192,5,3,0.0,146.73,-143.73
367202,5,3,0.0,146.73,-143.73
367212,6,4,0.0,146.73,-142.73
367222,6,4,0.0,147.49,-143.49
367232,5,3,0.0,147.67,-144.67
367243,5,3,0.0,146.94,-143.94
367252,6,4,0.0,146.74,-142.74
367262,5,3,0.0,147.46,-144.46
367272,5,3,0.0,146.89,-143.89
367282,5,3,0.0,146.73,-143.73
367292,5,3,0.0,146.71,-143.71
367302,5,3,0.0,146.71,-143.71
367312,5,3,0.0,146.72,-143.72
367322,4,2,0.0,146.72,-144.72
367332,5,3,0.0,145.97,-142.97
367342,4,2,0.0,146.54,-144.54
367352,5,3,0.0,145.95,-142.95
367362,5,3,0.0,146.56,-143.56
367372,4,2,0.0,146.72,-144.72
367382,4,2,0.0,146.0,-144.0
367393,6,4,0.0,145.81,-141.81
367402,6,4,0.0,147.29,-143.29
367412,5,3,0.0,147.68,-144.68
367422,5,3,0.0,146.97,-143.97
367432,5,3,0.0,146.77,-143.77
367442,5,3,0.0,146.72,-143.72
367452,5,3,0.0,146.71,-143.71
367462,5,3,0.0,146.72,-143.72
367472,5,3,0.0,146.72,-143.72
367482,5,3,0.0,146.73,-143.73
367492,5,3,0.0,146.73,-143.73
367502,5,3,0.0,146.73,-143.73
367512,5,3,0.0,146.73,-143.73
367522,5,3,0.0,146.73,-143.73
367532,5,3,0.0,146.73,-143.73
367542,4,2,0.0,146.73,-144.73
367552,5,3,0.0,145.97,-142.97
367562,6,4,0.0,146.54,-142.54
367573,5,3,0.0,147.47,-144.47
367582,5,3,0.0,146.93,-143.93
367592,5,3,0.0,146.77,-143.77
367602,5,3,0.0,146.73,-143.73
367612,6,4,0.0,146.72,-142.72
367622,5,3,0.0,147.48,-144.48
367632,5,3,0.0,146.91,-143.91
367642,5,3,0.0,146.75,-143.75
367652,5,3,0.0,146.71,-143.71
367662,5,3,0.0,146.71,-143.71
367672,5,3,0.0,146.72,-143.72
367682,5,3,0.0,146.72,-143.72
367692,5,3,0.0,146.73,-143.73
367702,6,4,0.0,146.73,-142.73
367712,6,4,0.0,147.49,-143.49
367722,5,3,0.0,147.67,-144.67
367732,6,4,0.0,146.94,-142.94
367742,6,4,0.0,147.5,-143.5
367752,6,4,0.0,147.64,-143.64
367762,5,3,0.0,147.67,-144.67
367772,7,5,0.0,146.91,-141.91
367782,5,3,0.0,148.23,-145.23
367792,6,4,0.0,147.06,-143.06
367802,6,4,0.0,147.49,-143.49
367812,5,3,0.0,147.62,-144.62
367822,6,4,0.0,146.89,-142.89
367832,6,4,0.0,147.47,-143.47
367842,6,4,0.0,147.63,-143.63
367852,5,3,0.0,147.66,-144.66
367862,7,5,0.0,146.9,-141.9
367872,5,3,0.0,148.22,-145.22
367882,7,5,0.0,147.05,-142.05
367892,5,3,0.0,148.25,-145.25
367902,5,3,0.0,147.05,-144.05
367912,6,4,0.0,146.73,-142.73
367922,7,5,0.0,147.43,-142.43
367932,7,5,0.0,148.38,-143.38
367942,5,3,0.0,148.61,-145.61
367952,0,0,0.0,147.12,-147.12
367962,7,5,0.0,144.45,-139.45
367972,6,4,0.0,147.61,-143.61
367982,5,3,0.0,147.73,-144.73
367992,6,4,0.0,146.96,-142.96
368002,5,3,0.0,147.51,-144.51
368012,6,4,0.0,146.89,-142.89
368022,7,5,0.0,147.48,-142.48
368032,5,3,0.0,148.4,-145.4
368042,6,4,0.0,147.1,-143.1
368052,6,4,0.0,147.5,-143.5
368062,6,4,0.0,147.62,-143.62
368072,5,3,0.0,147.65,-144.65
368082,6,4,0.0,146.89,-142.89
368092,6,4,0.0,147.46,-143.46
368102,5,3,0.0,147.62,-144.62
368112,6,4,0.0,146.9,-142.9
368122,6,4,0.0,147.47,-143.47
368132,5,3,0.0,147.63,-144.63
368142,5,3,0.0,146.9,-143.9
368152,6,4,0.0,146.72,-142.72
368162,5,3,0.0,147.44,-144.44
368172,5,3,0.0,146.88,-143.88
368182,5,3,0.0,146.73,-143.73
368192,5,3,0.0,146.7,-143.7
368202,5,3,0.0,146.71,-143.71
368212,5,3,0.0,146.72,-143.72
368222,7,5,0.0,146.72,-141.72
368232,4,2,0.0,148.24,-146.24
368242,0,0,0.0,146.34,-146.34
368252,5,3,0.0,144.31,-141.31
368262,5,3,0.0,146.12,-143.12
368272,3,1,0.0,146.64,-145.64
368282,5,3,0.0,145.25,-142.25
368292,5,3,0.0,146.4,-143.4
368302,5,3,0.0,146.72,-143.72
368312,5,3,0.0,146.78,-143.78
368322,6,4,0.0,146.77,-142.77
368332,5,3,0.0,147.52,-144.52
368342,5,3,0.0,146.93,-143.93
368352,5,3,0.0,146.76,-143.76
368362,7,5,0.0,146.72,-141.72
368372,6,4,0.0,148.23,-144.23
368382,5,3,0.0,147.85,-144.85
368392,5,3,0.0,146.96,-143.96
368402,5,3,0.0,146.72,-143.72
368412,5,3,0.0,146.68,-143.68
368422,5,3,0.0,146.69,-143.69
368432,5,3,0.0,146.7,-143.7
368442,5,3,0.0,146.72,-143.72
368452,7,5,0.0,146.72,-141.72
368462,5,3,0.0,148.24,-145.24
368472,5,3,0.0,147.1,-144.1
368482,5,3,0.0,146.77,-143.77
368492,5,3,0.0,146.7,-143.7
368502,5,3,0.0,146.7,-143.7
368512,5,3,0.0,146.71,-143.71
368522,4,2,0.0,146.72,-144.72
368532,5,3,0.0,145.97,-142.97
368542,5,3,0.0,146.54,-143.54
368552,5,3,0.0,146.71,-143.71
368562,5,3,0.0,146.74,-143.74
368572,5,3,0.0,146.75,-143.75
368582,5,3,0.0,146.74,-143.74
368592,6,4,0.0,146.74,-142.74
368602,4,2,0.0,147.49,-145.49
368612,5,3,0.0,146.16,-143.16
368622,5,3,0.0,146.57,-143.57
368632,4,2,0.0,146.69,-144.69
368642,5,3,0.0,145.97,-142.97
368652,5,3,0.0,146.55,-143.55
368662,5,3,0.0,146.71,-143.71
368672,5,3,0.0,146.75,-143.75
368682,5,3,0.0,146.75,-143.75
368693,5,3,0.0,146.74,-143.74
368702,5,3,0.0,146.74,-143.74
368712,6,4,0.0,146.73,-142.73
368722,5,3,0.0,147.49,-144.49
368732,6,4,0.0,146.92,-142.92
368742,5,3,0.0,147.51,-144.51
368752,6,4,0.0,146.9,-142.9
368762,5,3,0.0,147.49,-144.49
368772,5,3,0.0,146.89,-143.89
368782,5,3,0.0,146.73,-143.73
368792,4,2,0.0,146.7,-144.7
368802,5,3,0.0,145.95,-142.95
368812,6,4,0.0,146.53,-142.53
368823,5,3,0.0,147.46,-144.46
368832,6,4,0.0,146.93,-142.93
368842,6,4,0.0,147.52,-143.52
368852,5,3,0.0,147.67,-144.67
368862,5,3,0.0,146.93,-143.93
368872,4,2,0.0,146.73,-144.73
368882,5,3,0.0,145.94,-142.94
368892,5,3,0.0,146.51,-143.51
368902,5,3,0.0,146.69,-143.69
368912,5,3,0.0,146.73,-143.73
368923,5,3,0.0,146.74,-143.74
368932,6,4,0.0,146.74,-142.74
368942,6,4,0.0,147.49,-143.49
368952,5,3,0.0,147.68,-144.68
368962,6,4,0.0,146.94,-142.94
368972,5,3,0.0,147.5,-144.5
368982,5,3,0.0,146.89,-143.89
368992,5,3,0.0,146.72,-143.72
369002,5,3,0.0,146.7,-143.7
369012,5,3,0.0,146.7,-143.7
369022,5,3,0.0,146.71,-143.71
369032,5,3,0.0,146.72,-143.72
369042,5,3,0.0,146.73,-143.73
369052,5,3,0.0,146.73,-143.73
369063,5,3,0.0,146.73,-143.73
369072,5,3,0.0,146.73,-143.73
369082,5,3,0.0,146.73,-143.73
369092,5,3,0.0,146.73,-143.73
369102,5,3,0.0,146.73,-143.73
369112,7,5,0.0,146.73,-141.73
369122,5,3,0.0,148.24,-145.24
369132,4,2,0.0,147.1,-145.1
369142,6,4,0.0,146.02,-142.02
369152,5,3,0.0,147.27,-144.27
369162,1,0,0.0,146.86,-146.86
369172,5,3,0.0,144.47,-141.47
369182,5,3,0.0,146.16,-143.16
369192,6,4,0.0,146.65,-142.65
369202,6,4,0.0,147.52,-143.52
369212,5,3,0.0,147.72,-144.72
369222,5,3,0.0,146.97,-143.97
369232,4,2,0.0,146.76,-144.76
369242,5,3,0.0,145.95,-142.95
369252,5,3,0.0,146.52,-143.52
369262,6,4,0.0,146.69,-142.69
369272,5,3,0.0,147.49,-144.49
369282,5,3,0.0,146.93,-143.93
369292,6,4,0.0,146.76,-142.76
369302,5,3,0.0,147.48,-144.48
369312,5,3,0.0,146.9,-143.9
369322,5,3,0.0,146.74,-143.74
369332,5,3,0.0,146.71,-143.71
369342,0,0,0.0,146.71,-146.71
369352,5,3,0.0,144.44,-141.44
369362,5,3,0.0,146.16,-143.16
369372,5,3,0.0,146.66,-143.66
369382,5,3,0.0,146.77,-143.77
369392,5,3,0.0,146.78,-143.78
369402,5,3,0.0,146.76,-143.76
369412,5,3,0.0,146.75,-143.75
369422,4,2,0.0,146.74,-144.74
369432,5,3,0.0,145.98,-142.98
369442,5,3,0.0,146.55,-143.55
369452,5,3,0.0,146.71,-143.71
369462,5,3,0.0,146.75,-143.75
369472,6,4,0.0,146.75,-142.75
369482,5,3,0.0,147.5,-144.5
369492,5,3,0.0,146.92,-143.92
369502,5,3,0.0,146.76,-143.76
369512,5,3,0.0,146.72,-143.72
369522,5,3,0.0,146.71,-143.71
369532,5,3,0.0,146.72,-143.72
369542,0,0,0.0,146.72,-146.72
369552,5,3,0.0,144.45,-141.45
369562,6,4,0.0,146.17,-142.17
369572,5,3,0.0,147.42,-144.42
369582,5,3,0.0,146.96,-143.96
369592,5,3,0.0,146.8,-143.8
369602,6,4,0.0,146.75,-142.75
369612,6,4,0.0,147.49,-143.49
369622,5,3,0.0,147.67,-144.67
369632,5,3,0.0,146.94,-143.94
369642,5,3,0.0,146.74,-143.74
369652,5,3,0.0,146.7,-143.7
369662,6,4,0.0,146.7,-142.7
369672,5,3,0.0,147.47,-144.47
369682,5,3,0.0,146.91,-143.91
369692,5,3,0.0,146.75,-143.75
369702,5,3,0.0,146.71,-143.71
369712,5,3,0.0,146.71,-143.71
369722,5,3,0.0,146.72,-143.72
369732,5,3,0.0,146.72,-143.72
369743,4,2,0.0,146.73,-144.73
369752,5,3,0.0,145.97,-142.97
369762,5,3,0.0,146.54,-143.54
369772,5,3,0.0,146.71,-143.71
369782,6,4,0.0,146.74,-142.74
369792,5,3,0.0,147.5,-144.5
369802,7,5,0.0,146.93,-141.93
369812,5,3,0.0,148.27,-145.27
369822,5,3,0.0,147.09,-144.09
369832,6,4,0.0,146.76,-142.76
369842,5,3,0.0,147.45,-144.45
369852,5,3,0.0,146.88,-143.88
369862,5,3,0.0,146.73,-143.73
369872,5,3,0.0,146.7,-143.7
369882,6,4,0.0,146.71,-142.71
369892,5,3,0.0,147.47,-144.47
369902,1,0,0.0,146.91,-146.91
369912,5,3,0.0,144.48,-141.48
369922,5,3,0.0,146.15,-143.15
369932,6,4,0.0,146.65,-142.65
369942,5,3,0.0,147.52,-144.52
369952,5,3,70.55,1600.0,-1597.0
369962,154,144,100.0,408.9,-264.9
369972,408,373,100.0,247.6,125.4
369982,692,622,100.0,415.96,206.04
369992,933,829,100.0,672.01,156.99
370002,1061,939,100.0,902.31,36.69
370012,1343,1181,100.0,1040.66,140.34
370022,1477,1295,100.0,1249.83,45.17
370032,1645,1440,57.27,1378.43,61.57
370042,1660,1453,38.0,1469.07,-16.07
370052,1619,1418,38.0,1475.08,-57.08
370062,1528,1339,38.0,1443.16,-104.16
370072,1419,1246,38.0,1371.11,-125.11
370082,1251,1102,38.0,1281.28,-179.28
370092,1278,1125,38.0,1151.33,-26.33
370102,1259,1108,38.0,1140.31,-32.31
370112,1085,960,38.0,1130.94,-170.94
370122,1132,1000,38.0,1020.61,-20.61
370132,1041,922,38.0,1026.49,-104.49
370142,971,863,38.0,973.98,-110.98
370152,988,877,38.0,919.25,-42.25
370162,953,847,38.0,919.76,-72.76
370172,860,767,38.0,900.92,-133.92
370182,781,699,38.0,837.93,-138.93
370192,799,715,38.0,772.85,-57.85
370202,790,707,38.0,772.08,-65.08
370212,790,707,38.0,769.76,-62.76
370222,767,687,38.0,771.59,-84.59
370232,751,672,38.0,758.41,-86.41
370242,727,652,38.0,744.66,-92.66
370252,711,639,38.0,727.05,-88.05
370262,677,610,38.0,713.85,-103.85
370272,653,588,38.0,689.78,-101.78
370282,633,571,42.91,668.29,-97.29
370292,675,609,46.54,655.99,-46.99
370302,712,640,38.0,686.26,-46.26
370312,716,643,38.0,710.36,-67.36
370322,719,646,38.0,718.69,-72.69
370332,712,640,38.0,722.34,-82.34
370342,713,640,38.0,718.03,-78.03
370352,686,617,38.0,716.45,-99.45
370362,661,596,38.0,698.46,-102.46
370372,619,559,38.98,678.06,-119.06
370382,612,553,50.98,646.42,-93.42
370392,683,615,50.85,645.85,-30.85
370402,735,660,38.0,693.34,-33.34
370412,737,662,38.0,727.98,-65.98
370422,730,656,38.0,737.65,-81.65
370432,729,655,38.0,734.17,-79.17
370442,727,652,38.0,731.46,-79.46
370452,727,652,38.0,727.97,-75.97
370462,694,623,38.0,726.86,-103.86
370472,681,612,38.0,704.57,-92.57
370482,647,584,38.0,690.76,-106.76
370492,609,551,41.4,666.85,-115.85
370502,630,569,51.25,639.9,-70.9
370512,702,632,44.78,656.87,-24.87
370522,735,660,38.0,703.78,-43.78
370532,731,656,38.0,730.8,-74.8
370542,739,663,38.0,733.62,-70.62
370552,730,656,38.0,738.28,-82.28
370562,722,648,38.0,733.24,-85.24
370572,694,623,38.0,725.25,-102.25
370582,683,615,38.0,704.09,-89.09
370592,638,577,38.0,692.91,-115.91
370602,605,547,42.13,662.09,-115.09
370612,638,577,51.25,636.29,-59.29
370622,709,637,41.68,662.11,-25.11
370632,723,649,38.0,706.2,-57.2
370642,728,654,38.0,723.18,-69.18
370652,733,658,38.0,730.22,-72.22
370662,717,644,38.0,733.9,-89.9
370672,713,640,38.0,723.32,-83.32
370682,685,616,38.0,717.03,-101.03
370692,658,594,38.0,697.25,-103.25
370702,615,556,38.0,675.86,-119.86
370712,619,559,49.18,642.53,-83.53
370722,683,615,47.0,647.82,-32.82
370732,723,649,38.0,690.58,-41.58
370742,729,655,38.0,719.29,-64.29
370752,723,649,38.0,730.49,-81.49
370762,715,642,38.0,727.55,-85.55
370772,693,623,38.0,720.47,-97.47
370782,677,610,38.0,703.79,-93.79
370792,633,571,38.0,689.73,-118.73
370802,599,542,45.51,657.18,-115.18
370812,653,588,53.3,634.72,-46.72
370822,723,649,39.65,672.07,-23.07
370832,725,651,38.0,715.92,-64.92
370842,729,655,38.0,726.92,-71.92
370852,733,658,38.0,731.49,-73.49
370862,718,645,38.0,733.84,-88.84
370872,722,648,38.0,723.8,-75.8
370882,693,623,38.0,723.06,-100.06
370892,667,600,38.0,703.92,-103.92
370902,632,571,38.0,681.8,-110.8
370912,597,540,45.89,654.99,-114.99
370922,654,590,53.42,633.11,-43.11
370932,727,652,38.72,673.41,-21.41
370942,729,655,38.0,717.79,-62.79
370952,729,655,38.0,730.49,-75.49
370962,729,655,38.0,732.36,-77.36
370972,725,651,38.0,731.67,-80.67
370982,720,648,38.0,727.71,-79.71
370992,685,616,38.0,724.03,-108.03
371002,666,600,38.0,698.74,-98.74
371012,627,566,38.0,680.42,-114.42
371022,595,538,46.94,650.96,-112.96
371032,661,596,53.42,631.66,-35.66
371042,733,658,38.0,677.72,-19.72
371052,738,662,38.0,722.86,-60.86
371062,727,652,38.0,737.02,-85.02
371072,733,658,38.0,731.53,-73.53
371082,725,651,38.0,733.43,-82.43
371092,710,638,38.0,727.99,-89.99
371102,681,612,38.0,716.37,-104.37
371112,661,596,38.0,693.73,-97.73
371122,615,556,38.0,676.34,-120.34
371132,614,555,49.01,642.65,-87.65
371142,682,613,47.96,644.65,-31.65
371152,729,655,38.0,689.16,-34.16
371162,727,652,38.0,723.53,-71.53
371172,727,652,38.0,729.33,-77.33
371182,731,656,38.0,729.44,-73.44
371192,699,629,38.0,731.52,-102.52
371202,684,616,38.0,710.99,-94.99
371212,651,587,38.0,695.66,-108.66
371222,613,553,39.48,670.3,-117.3
371232,617,558,50.62,640.36,-82.36
371242,695,624,47.43,647.99,-23.99
371252,735,660,38.0,697.9,-37.9
371262,731,656,38.0,729.44,-73.44
371272,735,660,38.0,733.53,-73.53
371282,729,655,38.0,736.18,-81.18
371292,715,642,38.0,732.08,-90.08
371302,693,623,38.0,720.56,-97.56
371312,677,610,38.0,703.05,-93.05
371322,633,571,38.0,689.09,-118.09
371332,537,488,46.13,656.77,-168.77
371342,659,595,66.76,594.14,0.86
